2012-03-01,66
2012-03-02,88
2012-03-03,97
2012-03-04,54
2012-03-05,86
2012-03-06,53
2012-03-07,79
2012-03-08,51
2012-03-09,70
2012-03-10,68
2012-03-11,60
2012-03-12,60
2012-03-13,66
2012-03-14,43
2012-03-15,58
2012-03-16,67
2012-03-17,65
2012-03-18,72
2012-03-19,73
2012-03-20,100
2012-03-21,77
2012-03-22,48
2012-03-23,32
2012-03-24,42
2012-03-25,62
2012-03-26,53
2012-03-27,73
2012-03-28,51
2012-03-29,55
2012-03-30,40
2012-03-31,73
2012-04-01,53
2012-04-02,57
2012-04-03,47
2012-04-04,96
2012-04-05,42
2012-04-06,59
2012-04-07,43
2012-04-08,56
2012-04-09,56
2012-04-10,63
2012-04-11,73
2012-04-12,71
2012-04-13,35
2012-04-14,48
2012-04-15,60
2012-04-16,36
2012-04-17,49
2012-04-18,59
2012-04-19,47
2012-04-20,80
2012-04-21,64
2012-04-22,75
2012-04-23,37
2012-04-24,26
2012-04-25,50
2012-04-26,64
2012-04-27,50
2012-04-28,41
2012-04-29,49
2012-04-30,70
