2015-11-01-2015-11-01,80
2015-11-02-2015-11-02,67
2015-11-03-2015-11-03,60
2015-11-04-2015-11-04,48
2015-11-05-2015-11-05,71
2015-11-06-2015-11-06,64
2015-11-07-2015-11-07,57
2015-11-08-2015-11-08,53
2015-11-09-2015-11-09,70
2015-11-10-2015-11-10,67
2015-11-11-2015-11-11,72
2015-11-12-2015-11-12,62
2015-11-13-2015-11-13,58
2015-11-14-2015-11-14,60
2015-11-15-2015-11-15,80
2015-11-16-2015-11-16,100
2015-11-17-2015-11-17,87
2015-11-18-2015-11-18,51
2015-11-19-2015-11-19,64
2015-11-20-2015-11-20,54
2015-11-21-2015-11-21,74
2015-11-22-2015-11-22,66
2015-11-23-2015-11-23,67
2015-11-24-2015-11-24,69
2015-11-25-2015-11-25,76
2015-11-26-2015-11-26,51
2015-11-27-2015-11-27,42
2015-11-28-2015-11-28,74
2015-11-29-2015-11-29,52
2015-11-30-2015-11-30,77
2015-12-01-2015-12-01,83
2015-12-02-2015-12-02,54
2015-12-03-2015-12-03,76
2015-12-04-2015-12-04,76
2015-12-05-2015-12-05,93
2015-12-06-2015-12-06,67
2015-12-07-2015-12-07,85
2015-12-08-2015-12-08,58
2015-12-09-2015-12-09,57
2015-12-10-2015-12-10,65
2015-12-11-2015-12-11,57
2015-12-12-2015-12-12,61
2015-12-13-2015-12-13,45
2015-12-14-2015-12-14,48
2015-12-15-2015-12-15,47
2015-12-16-2015-12-16,95
2015-12-17-2015-12-17,48
2015-12-18-2015-12-18,71
2015-12-19-2015-12-19,42
2015-12-20-2015-12-20,57
2015-12-21-2015-12-21,58
2015-12-22-2015-12-22,50
2015-12-23-2015-12-23,58
2015-12-24-2015-12-24,42
2015-12-25-2015-12-25,58
2015-12-26-2015-12-26,46
2015-12-27-2015-12-27,34
2015-12-28-2015-12-28,56
2015-12-29-2015-12-29,40
2015-12-30-2015-12-30,30
2015-12-31-2015-12-31,52
