Date,Page,Proj,Sum of PageViews
20110806-,Donald_Trump,en,4448
20110806-,Ryan_Gosling,en,16667
20110806-,Sundar_Pichai,en,54
20110806-,Apache_Hadoop,en,507
20110806-,Ted_Cruz,en,48
20110806-,John_Kasich,en,242
20110806-,Jack_Ma,en,55
20110806-,Megan_Fox,en,11243
20110806-,Hillary_Clinton,en,435
20110806-,Independence_Day_(United_States),en,1537
20110806-,Sam_Anderson_(Tamil_actor),en,125
20110806-,Bernie_Sanders,en,1029
20110806-,String_theory,en,2849
20110806-,Deep_Learning,en,19
20110806-,Shah_Rukh_Khan,en,293
20110807-,Jack_Ma,en,64
20110807-,Apache_Hadoop,en,479
20110807-,John_Kasich,en,198
20110807-,Ryan_Gosling,en,18010
20110807-,Deep_Learning,en,6
20110807-,Megan_Fox,en,13932
20110807-,String_theory,en,3035
20110807-,Sundar_Pichai,en,52
20110807-,Bernie_Sanders,en,914
20110807-,Hillary_Clinton,en,364
20110807-,Sam_Anderson_(Tamil_actor),en,107
20110807-,Donald_Trump,en,4697
20110807-,Shah_Rukh_Khan,en,299
20110807-,Independence_Day_(United_States),en,1635
20110807-,Ted_Cruz,en,52
20110808-,John_Kasich,en,322
20110808-,Megan_Fox,en,17834
20110808-,String_theory,en,4483
20110808-,Jack_Ma,en,90
20110808-,Deep_Learning,en,19
20110808-,Ted_Cruz,en,40
20110808-,Shah_Rukh_Khan,en,277
20110808-,Bernie_Sanders,en,958
20110808-,Sundar_Pichai,en,103
20110808-,Apache_Hadoop,en,1052
20110808-,Independence_Day_(United_States),en,2036
20110808-,Hillary_Clinton,en,396
20110808-,Ryan_Gosling,en,16601
20110808-,Donald_Trump,en,6072
20110808-,Sam_Anderson_(Tamil_actor),en,158
20110809-,John_Kasich,en,392
20110809-,Donald_Trump,en,6787
20110809-,Sam_Anderson_(Tamil_actor),en,122
20110809-,Jack_Ma,en,86
20110809-,Megan_Fox,en,12129
20110809-,Shah_Rukh_Khan,en,248
20110809-,Sundar_Pichai,en,152
20110809-,Apache_Hadoop,en,1202
20110809-,Ted_Cruz,en,59
20110809-,Bernie_Sanders,en,1421
20110809-,String_theory,en,3395
20110809-,Ryan_Gosling,en,14850
20110809-,Deep_Learning,en,20
20110809-,Hillary_Clinton,en,419
20110809-,Independence_Day_(United_States),en,2281
20110810-,Apache_Hadoop,en,1206
20110810-,Ryan_Gosling,en,14741
20110810-,Ted_Cruz,en,69
20110810-,Megan_Fox,en,11915
20110810-,John_Kasich,en,311
20110810-,Hillary_Clinton,en,608
20110810-,Bernie_Sanders,en,1071
20110810-,Deep_Learning,en,12
20110810-,Jack_Ma,en,130
20110810-,Donald_Trump,en,5325
20110810-,String_theory,en,3286
20110810-,Independence_Day_(United_States),en,2351
20110810-,Sundar_Pichai,en,87
20110810-,Sam_Anderson_(Tamil_actor),en,104
20110810-,Shah_Rukh_Khan,en,262
20110811-,John_Kasich,en,276
20110811-,Deep_Learning,en,24
20110811-,Donald_Trump,en,5209
20110811-,Bernie_Sanders,en,876
20110811-,Independence_Day_(United_States),en,2814
20110811-,Megan_Fox,en,11999
20110811-,Shah_Rukh_Khan,en,254
20110811-,Sam_Anderson_(Tamil_actor),en,78
20110811-,Hillary_Clinton,en,413
20110811-,Ryan_Gosling,en,15719
20110811-,Jack_Ma,en,107
20110811-,Sundar_Pichai,en,63
20110811-,String_theory,en,3325
20110811-,Ted_Cruz,en,53
20110811-,Apache_Hadoop,en,1089
20110812-,String_theory,en,3336
20110812-,Jack_Ma,en,128
20110812-,Shah_Rukh_Khan,en,313
20110812-,Donald_Trump,en,5196
20110812-,Apache_Hadoop,en,939
20110812-,Ted_Cruz,en,43
20110812-,Sam_Anderson_(Tamil_actor),en,94
20110812-,Ryan_Gosling,en,12206
20110812-,Megan_Fox,en,12027
20110812-,Hillary_Clinton,en,426
20110812-,Independence_Day_(United_States),en,2821
20110812-,Sundar_Pichai,en,87
20110812-,John_Kasich,en,322
20110812-,Deep_Learning,en,10
20110812-,Bernie_Sanders,en,821
20110813-,John_Kasich,en,218
20110813-,Hillary_Clinton,en,358
20110813-,Deep_Learning,en,5
20110813-,Donald_Trump,en,4789
20110813-,Ted_Cruz,en,83
20110813-,Megan_Fox,en,11426
20110813-,Ryan_Gosling,en,12695
20110813-,Sundar_Pichai,en,48
20110813-,String_theory,en,2470
20110813-,Bernie_Sanders,en,589
20110813-,Apache_Hadoop,en,391
20110813-,Sam_Anderson_(Tamil_actor),en,101
20110813-,Jack_Ma,en,44
20110813-,Shah_Rukh_Khan,en,230
20110813-,Independence_Day_(United_States),en,2726
20110814-,Bernie_Sanders,en,747
20110814-,String_theory,en,2638
20110814-,Independence_Day_(United_States),en,4862
20110814-,Jack_Ma,en,84
20110814-,Sundar_Pichai,en,58
20110814-,Hillary_Clinton,en,424
20110814-,Apache_Hadoop,en,365
20110814-,Megan_Fox,en,11635
20110814-,Shah_Rukh_Khan,en,269
20110814-,Donald_Trump,en,4880
20110814-,Ted_Cruz,en,73
20110814-,Deep_Learning,en,10
20110814-,Ryan_Gosling,en,14032
20110814-,Sam_Anderson_(Tamil_actor),en,84
20110814-,John_Kasich,en,296
20110815-,Megan_Fox,en,11746
20110815-,Jack_Ma,en,69
20110815-,Shah_Rukh_Khan,en,298
20110815-,Apache_Hadoop,en,827
20110815-,Hillary_Clinton,en,443
20110815-,Ryan_Gosling,en,13083
20110815-,Donald_Trump,en,6623
20110815-,John_Kasich,en,257
20110815-,Deep_Learning,en,15
20110815-,Sundar_Pichai,en,81
20110815-,String_theory,en,2997
20110815-,Independence_Day_(United_States),en,5501
20110815-,Sam_Anderson_(Tamil_actor),en,58
20110815-,Bernie_Sanders,en,736
20110815-,Ted_Cruz,en,65
20110816-,Megan_Fox,en,10754
20110816-,Jack_Ma,en,166
20110816-,Donald_Trump,en,7120
20110816-,Ted_Cruz,en,54
20110816-,Ryan_Gosling,en,10639
20110816-,Sundar_Pichai,en,81
20110816-,Hillary_Clinton,en,426
20110816-,Apache_Hadoop,en,971
20110816-,Sam_Anderson_(Tamil_actor),en,118
20110816-,Shah_Rukh_Khan,en,215
20110816-,Deep_Learning,en,13
20110816-,Bernie_Sanders,en,765
20110816-,Independence_Day_(United_States),en,2039
20110816-,John_Kasich,en,332
20110816-,String_theory,en,3180
20110817-,Sundar_Pichai,en,167
20110817-,Megan_Fox,en,9455
20110817-,String_theory,en,3525
20110817-,Donald_Trump,en,4994
20110817-,Sam_Anderson_(Tamil_actor),en,61
20110817-,Ryan_Gosling,en,9922
20110817-,Bernie_Sanders,en,700
20110817-,Jack_Ma,en,114
20110817-,John_Kasich,en,272
20110817-,Shah_Rukh_Khan,en,258
20110817-,Deep_Learning,en,21
20110817-,Apache_Hadoop,en,945
20110817-,Ted_Cruz,en,53
20110817-,Hillary_Clinton,en,397
20110817-,Independence_Day_(United_States),en,1772
20110818-,John_Kasich,en,591
20110818-,Megan_Fox,en,11059
20110818-,Ted_Cruz,en,46
20110818-,Donald_Trump,en,5315
20110818-,Deep_Learning,en,12
20110818-,Hillary_Clinton,en,336
20110818-,Sam_Anderson_(Tamil_actor),en,58
20110818-,Sundar_Pichai,en,88
20110818-,Shah_Rukh_Khan,en,201
20110818-,Ryan_Gosling,en,11345
20110818-,Apache_Hadoop,en,893
20110818-,Independence_Day_(United_States),en,1668
20110818-,String_theory,en,3146
20110818-,Jack_Ma,en,75
20110818-,Bernie_Sanders,en,794
20110819-,Ted_Cruz,en,56
20110819-,Sundar_Pichai,en,59
20110819-,Sam_Anderson_(Tamil_actor),en,73
20110819-,Megan_Fox,en,10196
20110819-,Deep_Learning,en,14
20110819-,Jack_Ma,en,76
20110819-,John_Kasich,en,437
20110819-,Apache_Hadoop,en,915
20110819-,Shah_Rukh_Khan,en,235
20110819-,Ryan_Gosling,en,13944
20110819-,Bernie_Sanders,en,1699
20110819-,String_theory,en,3003
20110819-,Hillary_Clinton,en,438
20110819-,Donald_Trump,en,7107
20110819-,Independence_Day_(United_States),en,1513
20110820-,Sundar_Pichai,en,32
20110820-,Ryan_Gosling,en,8287
20110820-,Bernie_Sanders,en,649
20110820-,Shah_Rukh_Khan,en,140
20110820-,Megan_Fox,en,7502
20110820-,Hillary_Clinton,en,293
20110820-,Jack_Ma,en,36
20110820-,Sam_Anderson_(Tamil_actor),en,50
20110820-,Deep_Learning,en,8
20110820-,Donald_Trump,en,4286
20110820-,String_theory,en,1771
20110820-,Apache_Hadoop,en,304
20110820-,Independence_Day_(United_States),en,789
20110820-,Ted_Cruz,en,62
20110820-,John_Kasich,en,290
20110821-,John_Kasich,en,311
20110821-,Apache_Hadoop,en,351
20110821-,String_theory,en,2652
20110821-,Ted_Cruz,en,49
20110821-,Hillary_Clinton,en,435
20110821-,Independence_Day_(United_States),en,1400
20110821-,Jack_Ma,en,65
20110821-,Donald_Trump,en,6133
20110821-,Shah_Rukh_Khan,en,226
20110821-,Megan_Fox,en,11551
20110821-,Bernie_Sanders,en,627
20110821-,Ryan_Gosling,en,13065
20110821-,Sundar_Pichai,en,43
20110821-,Deep_Learning,en,20
20110821-,Sam_Anderson_(Tamil_actor),en,76
20110822-,Independence_Day_(United_States),en,1553
20110822-,String_theory,en,2944
20110822-,Apache_Hadoop,en,862
20110822-,Jack_Ma,en,62
20110822-,Ted_Cruz,en,94
20110822-,Sundar_Pichai,en,88
20110822-,Hillary_Clinton,en,498
20110822-,Donald_Trump,en,7944
20110822-,Bernie_Sanders,en,746
20110822-,Shah_Rukh_Khan,en,230
20110822-,Sam_Anderson_(Tamil_actor),en,52
20110822-,John_Kasich,en,330
20110822-,Ryan_Gosling,en,14968
20110822-,Megan_Fox,en,16066
20110822-,Deep_Learning,en,22
20110823-,String_theory,en,3123
20110823-,Hillary_Clinton,en,438
20110823-,Megan_Fox,en,22516
20110823-,John_Kasich,en,234
20110823-,Deep_Learning,en,22
20110823-,Ryan_Gosling,en,24543
20110823-,Apache_Hadoop,en,1023
20110823-,Independence_Day_(United_States),en,2061
20110823-,Bernie_Sanders,en,741
20110823-,Sam_Anderson_(Tamil_actor),en,63
20110823-,Jack_Ma,en,84
20110823-,Sundar_Pichai,en,74
20110823-,Shah_Rukh_Khan,en,221
20110823-,Ted_Cruz,en,60
20110823-,Donald_Trump,en,8965
20110824-,Ted_Cruz,en,90
20110824-,Sundar_Pichai,en,82
20110824-,Bernie_Sanders,en,752
20110824-,Independence_Day_(United_States),en,1871
20110824-,Donald_Trump,en,7847
20110824-,Ryan_Gosling,en,15912
20110824-,John_Kasich,en,224
20110824-,Megan_Fox,en,14242
20110824-,String_theory,en,3314
20110824-,Apache_Hadoop,en,1026
20110824-,Sam_Anderson_(Tamil_actor),en,88
20110824-,Deep_Learning,en,9
20110824-,Jack_Ma,en,108
20110824-,Shah_Rukh_Khan,en,242
20110824-,Hillary_Clinton,en,425
20110825-,Deep_Learning,en,11
20110825-,Sam_Anderson_(Tamil_actor),en,131
20110825-,Bernie_Sanders,en,498
20110825-,Ryan_Gosling,en,11887
20110825-,Hillary_Clinton,en,423
20110825-,Independence_Day_(United_States),en,1898
20110825-,John_Kasich,en,332
20110825-,Megan_Fox,en,10192
20110825-,Donald_Trump,en,5523
20110825-,Apache_Hadoop,en,1044
20110825-,Sundar_Pichai,en,55
20110825-,Ted_Cruz,en,51
20110825-,String_theory,en,3318
20110825-,Jack_Ma,en,101
20110825-,Shah_Rukh_Khan,en,196
20110826-,Ryan_Gosling,en,11761
20110826-,Apache_Hadoop,en,891
20110826-,Donald_Trump,en,5523
20110826-,Ted_Cruz,en,45
20110826-,Hillary_Clinton,en,381
20110826-,Deep_Learning,en,12
20110826-,Megan_Fox,en,9858
20110826-,Bernie_Sanders,en,1055
20110826-,String_theory,en,2943
20110826-,Sam_Anderson_(Tamil_actor),en,95
20110826-,Independence_Day_(United_States),en,1504
20110826-,Sundar_Pichai,en,96
20110826-,Jack_Ma,en,117
20110826-,Shah_Rukh_Khan,en,222
20110826-,John_Kasich,en,259
20110827-,Independence_Day_(United_States),en,1195
20110827-,Sam_Anderson_(Tamil_actor),en,94
20110827-,String_theory,en,2836
20110827-,Megan_Fox,en,10369
20110827-,Shah_Rukh_Khan,en,243
20110827-,Jack_Ma,en,52
20110827-,Donald_Trump,en,4948
20110827-,Apache_Hadoop,en,447
20110827-,Bernie_Sanders,en,741
20110827-,Ryan_Gosling,en,13665
20110827-,Ted_Cruz,en,27
20110827-,Deep_Learning,en,8
20110827-,Sundar_Pichai,en,56
20110827-,John_Kasich,en,281
20110827-,Hillary_Clinton,en,371
20110828-,Sundar_Pichai,en,49
20110828-,Ted_Cruz,en,29
20110828-,Ryan_Gosling,en,11989
20110828-,Shah_Rukh_Khan,en,244
20110828-,Bernie_Sanders,en,544
20110828-,Jack_Ma,en,55
20110828-,Megan_Fox,en,10143
20110828-,Sam_Anderson_(Tamil_actor),en,60
20110828-,String_theory,en,2763
20110828-,John_Kasich,en,170
20110828-,Apache_Hadoop,en,366
20110828-,Deep_Learning,en,14
20110828-,Hillary_Clinton,en,377
20110828-,Independence_Day_(United_States),en,1366
20110828-,Donald_Trump,en,4114
20110829-,Apache_Hadoop,en,892
20110829-,Megan_Fox,en,9479
20110829-,John_Kasich,en,197
20110829-,Jack_Ma,en,67
20110829-,Sam_Anderson_(Tamil_actor),en,69
20110829-,Sundar_Pichai,en,64
20110829-,Hillary_Clinton,en,369
20110829-,Deep_Learning,en,14
20110829-,Ryan_Gosling,en,10746
20110829-,Donald_Trump,en,5087
20110829-,Shah_Rukh_Khan,en,253
20110829-,Bernie_Sanders,en,689
20110829-,Independence_Day_(United_States),en,2429
20110829-,String_theory,en,2945
20110829-,Ted_Cruz,en,36
20110830-,Bernie_Sanders,en,819
20110830-,John_Kasich,en,219
20110830-,Deep_Learning,en,20
20110830-,Megan_Fox,en,8491
20110830-,Sam_Anderson_(Tamil_actor),en,50
20110830-,String_theory,en,2837
20110830-,Ryan_Gosling,en,9059
20110830-,Independence_Day_(United_States),en,1900
20110830-,Donald_Trump,en,4546
20110830-,Sundar_Pichai,en,101
20110830-,Apache_Hadoop,en,919
20110830-,Jack_Ma,en,101
20110830-,Hillary_Clinton,en,373
20110830-,Ted_Cruz,en,35
20110830-,Shah_Rukh_Khan,en,232
20110831-,Jack_Ma,en,97
20110831-,Apache_Hadoop,en,937
20110831-,Shah_Rukh_Khan,en,213
20110831-,Ryan_Gosling,en,9185
20110831-,Bernie_Sanders,en,879
20110831-,Megan_Fox,en,8628
20110831-,Hillary_Clinton,en,416
20110831-,String_theory,en,2852
20110831-,John_Kasich,en,204
20110831-,Ted_Cruz,en,43
20110831-,Sundar_Pichai,en,85
20110831-,Independence_Day_(United_States),en,1936
20110831-,Donald_Trump,en,4270
20110831-,Deep_Learning,en,17
20110831-,Sam_Anderson_(Tamil_actor),en,120
20110901-,String_theory,en,2991
20110901-,Apache_Hadoop,en,892
20110901-,Deep_Learning,en,15
20110901-,Shah_Rukh_Khan,en,229
20110901-,Bernie_Sanders,en,883
20110901-,Hillary_Clinton,en,397
20110901-,Sam_Anderson_(Tamil_actor),en,200
20110901-,Independence_Day_(United_States),en,1962
20110901-,Donald_Trump,en,4960
20110901-,Ryan_Gosling,en,10689
20110901-,John_Kasich,en,245
20110901-,Jack_Ma,en,92
20110901-,Megan_Fox,en,8505
20110901-,Sundar_Pichai,en,143
20110901-,Ted_Cruz,en,55
20110902-,Ted_Cruz,en,51
20110902-,Ryan_Gosling,en,10479
20110902-,Megan_Fox,en,8827
20110902-,Jack_Ma,en,86
20110902-,John_Kasich,en,200
20110902-,Hillary_Clinton,en,388
20110902-,Sundar_Pichai,en,84
20110902-,Apache_Hadoop,en,952
20110902-,Deep_Learning,en,18
20110902-,Donald_Trump,en,4867
20110902-,Bernie_Sanders,en,634
20110902-,Independence_Day_(United_States),en,2046
20110902-,Sam_Anderson_(Tamil_actor),en,275
20110902-,Shah_Rukh_Khan,en,255
20110902-,String_theory,en,2837
20110903-,John_Kasich,en,142
20110903-,Megan_Fox,en,8664
20110903-,Donald_Trump,en,4929
20110903-,Bernie_Sanders,en,507
20110903-,Deep_Learning,en,6
20110903-,Sam_Anderson_(Tamil_actor),en,181
20110903-,Sundar_Pichai,en,41
20110903-,Hillary_Clinton,en,363
20110903-,String_theory,en,2845
20110903-,Jack_Ma,en,61
20110903-,Ryan_Gosling,en,9997
20110903-,Shah_Rukh_Khan,en,253
20110903-,Independence_Day_(United_States),en,1244
20110903-,Apache_Hadoop,en,414
20110903-,Ted_Cruz,en,47
20110904-,Ryan_Gosling,en,11181
20110904-,Megan_Fox,en,10389
20110904-,Apache_Hadoop,en,468
20110904-,Sundar_Pichai,en,46
20110904-,Deep_Learning,en,6
20110904-,String_theory,en,3209
20110904-,Bernie_Sanders,en,475
20110904-,Ted_Cruz,en,27
20110904-,Sam_Anderson_(Tamil_actor),en,182
20110904-,John_Kasich,en,204
20110904-,Hillary_Clinton,en,332
20110904-,Jack_Ma,en,88
20110904-,Shah_Rukh_Khan,en,287
20110904-,Donald_Trump,en,4778
20110904-,Independence_Day_(United_States),en,1549
20110905-,Bernie_Sanders,en,463
20110905-,Independence_Day_(United_States),en,1739
20110905-,Megan_Fox,en,9117
20110905-,Sundar_Pichai,en,71
20110905-,Sam_Anderson_(Tamil_actor),en,189
20110905-,String_theory,en,3810
20110905-,Ryan_Gosling,en,12033
20110905-,John_Kasich,en,170
20110905-,Shah_Rukh_Khan,en,234
20110905-,Apache_Hadoop,en,772
20110905-,Ted_Cruz,en,31
20110905-,Hillary_Clinton,en,376
20110905-,Deep_Learning,en,13
20110905-,Donald_Trump,en,4707
20110905-,Jack_Ma,en,84
20110906-,Deep_Learning,en,18
20110906-,Sundar_Pichai,en,66
20110906-,Sam_Anderson_(Tamil_actor),en,231
20110906-,String_theory,en,3280
20110906-,Hillary_Clinton,en,377
20110906-,John_Kasich,en,174
20110906-,Shah_Rukh_Khan,en,209
20110906-,Donald_Trump,en,6118
20110906-,Ted_Cruz,en,49
20110906-,Apache_Hadoop,en,1092
20110906-,Megan_Fox,en,8309
20110906-,Ryan_Gosling,en,13328
20110906-,Bernie_Sanders,en,585
20110906-,Independence_Day_(United_States),en,2001
20110906-,Jack_Ma,en,88
20110907-,Apache_Hadoop,en,1129
20110907-,Sundar_Pichai,en,45
20110907-,Ryan_Gosling,en,18946
20110907-,Jack_Ma,en,600
20110907-,Sam_Anderson_(Tamil_actor),en,165
20110907-,Bernie_Sanders,en,499
20110907-,Ted_Cruz,en,52
20110907-,John_Kasich,en,241
20110907-,Shah_Rukh_Khan,en,177
20110907-,Deep_Learning,en,17
20110907-,Independence_Day_(United_States),en,2058
20110907-,String_theory,en,3007
20110907-,Megan_Fox,en,7392
20110907-,Donald_Trump,en,4587
20110907-,Hillary_Clinton,en,404
20110908-,Ryan_Gosling,en,16823
20110908-,Megan_Fox,en,8103
20110908-,Independence_Day_(United_States),en,2189
20110908-,Shah_Rukh_Khan,en,239
20110908-,Jack_Ma,en,384
20110908-,Sam_Anderson_(Tamil_actor),en,250
20110908-,Deep_Learning,en,10
20110908-,String_theory,en,2835
20110908-,Ted_Cruz,en,56
20110908-,John_Kasich,en,287
20110908-,Donald_Trump,en,4657
20110908-,Sundar_Pichai,en,70
20110908-,Bernie_Sanders,en,648
20110908-,Apache_Hadoop,en,1047
20110908-,Hillary_Clinton,en,415
20110909-,Shah_Rukh_Khan,en,221
20110909-,Ryan_Gosling,en,15280
20110909-,Hillary_Clinton,en,513
20110909-,Independence_Day_(United_States),en,1927
20110909-,Deep_Learning,en,20
20110909-,Megan_Fox,en,8896
20110909-,Apache_Hadoop,en,976
20110909-,John_Kasich,en,256
20110909-,Jack_Ma,en,239
20110909-,Sam_Anderson_(Tamil_actor),en,217
20110909-,String_theory,en,2770
20110909-,Ted_Cruz,en,59
20110909-,Bernie_Sanders,en,764
20110909-,Sundar_Pichai,en,75
20110909-,Donald_Trump,en,4808
20110910-,String_theory,en,2482
20110910-,Ted_Cruz,en,48
20110910-,John_Kasich,en,201
20110910-,Deep_Learning,en,10
20110910-,Jack_Ma,en,172
20110910-,Sundar_Pichai,en,44
20110910-,Apache_Hadoop,en,658
20110910-,Donald_Trump,en,4188
20110910-,Ryan_Gosling,en,18521
20110910-,Bernie_Sanders,en,376
20110910-,Hillary_Clinton,en,452
20110910-,Independence_Day_(United_States),en,1580
20110910-,Sam_Anderson_(Tamil_actor),en,218
20110910-,Shah_Rukh_Khan,en,316
20110910-,Megan_Fox,en,10653
20110911-,Jack_Ma,en,131
20110911-,Deep_Learning,en,6
20110911-,Megan_Fox,en,9874
20110911-,Hillary_Clinton,en,483
20110911-,Ted_Cruz,en,29
20110911-,Sam_Anderson_(Tamil_actor),en,160
20110911-,Ryan_Gosling,en,16871
20110911-,Independence_Day_(United_States),en,2082
20110911-,Sundar_Pichai,en,52
20110911-,String_theory,en,2342
20110911-,Apache_Hadoop,en,523
20110911-,Bernie_Sanders,en,330
20110911-,Donald_Trump,en,4254
20110911-,John_Kasich,en,153
20110911-,Shah_Rukh_Khan,en,270
20110912-,Sundar_Pichai,en,60
20110912-,Ryan_Gosling,en,13691
20110912-,Independence_Day_(United_States),en,2151
20110912-,String_theory,en,2681
20110912-,Apache_Hadoop,en,1084
20110912-,Hillary_Clinton,en,416
20110912-,Shah_Rukh_Khan,en,215
20110912-,John_Kasich,en,159
20110912-,Donald_Trump,en,4677
20110912-,Ted_Cruz,en,49
20110912-,Bernie_Sanders,en,375
20110912-,Megan_Fox,en,8316
20110912-,Jack_Ma,en,177
20110912-,Sam_Anderson_(Tamil_actor),en,233
20110912-,Deep_Learning,en,11
20110913-,Sam_Anderson_(Tamil_actor),en,171
20110913-,Deep_Learning,en,19
20110913-,Apache_Hadoop,en,1064
20110913-,Donald_Trump,en,6675
20110913-,Hillary_Clinton,en,435
20110913-,Ryan_Gosling,en,12202
20110913-,Sundar_Pichai,en,58
20110913-,String_theory,en,2763
20110913-,Shah_Rukh_Khan,en,203
20110913-,Jack_Ma,en,168
20110913-,Ted_Cruz,en,43
20110913-,John_Kasich,en,185
20110913-,Bernie_Sanders,en,440
20110913-,Megan_Fox,en,8483
20110913-,Independence_Day_(United_States),en,2351
20110914-,Shah_Rukh_Khan,en,257
20110914-,Sam_Anderson_(Tamil_actor),en,190
20110914-,Jack_Ma,en,97
20110914-,Sundar_Pichai,en,68
20110914-,Deep_Learning,en,21
20110914-,Ted_Cruz,en,47
20110914-,Megan_Fox,en,8217
20110914-,Apache_Hadoop,en,1010
20110914-,String_theory,en,2715
20110914-,Hillary_Clinton,en,432
20110914-,John_Kasich,en,554
20110914-,Bernie_Sanders,en,840
20110914-,Independence_Day_(United_States),en,2287
20110914-,Donald_Trump,en,4920
20110914-,Ryan_Gosling,en,12272
20110915-,String_theory,en,2972
20110915-,Shah_Rukh_Khan,en,238
20110915-,Apache_Hadoop,en,1040
20110915-,Megan_Fox,en,8244
20110915-,Ted_Cruz,en,77
20110915-,Jack_Ma,en,127
20110915-,Sam_Anderson_(Tamil_actor),en,152
20110915-,Donald_Trump,en,5871
20110915-,Deep_Learning,en,20
20110915-,Independence_Day_(United_States),en,2540
20110915-,John_Kasich,en,294
20110915-,Sundar_Pichai,en,65
20110915-,Hillary_Clinton,en,431
20110915-,Bernie_Sanders,en,942
20110915-,Ryan_Gosling,en,14698
20110916-,Jack_Ma,en,125
20110916-,String_theory,en,3023
20110916-,Donald_Trump,en,4781
20110916-,Ted_Cruz,en,99
20110916-,Hillary_Clinton,en,7060
20110916-,Megan_Fox,en,8421
20110916-,Sundar_Pichai,en,54
20110916-,Ryan_Gosling,en,21028
20110916-,Apache_Hadoop,en,988
20110916-,Shah_Rukh_Khan,en,234
20110916-,Independence_Day_(United_States),en,2663
20110916-,Bernie_Sanders,en,698
20110916-,John_Kasich,en,332
20110916-,Deep_Learning,en,12
20110916-,Sam_Anderson_(Tamil_actor),en,158
20110917-,String_theory,en,2699
20110917-,Donald_Trump,en,4195
20110917-,Hillary_Clinton,en,457
20110917-,Ted_Cruz,en,49
20110917-,Jack_Ma,en,90
20110917-,Sam_Anderson_(Tamil_actor),en,150
20110917-,Megan_Fox,en,9174
20110917-,Bernie_Sanders,en,577
20110917-,Independence_Day_(United_States),en,1492
20110917-,Deep_Learning,en,14
20110917-,Apache_Hadoop,en,464
20110917-,John_Kasich,en,193
20110917-,Shah_Rukh_Khan,en,284
20110917-,Sundar_Pichai,en,47
20110917-,Ryan_Gosling,en,26894
20110918-,Sam_Anderson_(Tamil_actor),en,128
20110918-,Ted_Cruz,en,45
20110918-,Sundar_Pichai,en,44
20110918-,Donald_Trump,en,6197
20110918-,String_theory,en,2571
20110918-,Megan_Fox,en,9498
20110918-,Jack_Ma,en,76
20110918-,Hillary_Clinton,en,392
20110918-,Bernie_Sanders,en,512
20110918-,Ryan_Gosling,en,25379
20110918-,John_Kasich,en,169
20110918-,Deep_Learning,en,12
20110918-,Apache_Hadoop,en,438
20110918-,Independence_Day_(United_States),en,1693
20110918-,Shah_Rukh_Khan,en,243
20110919-,Megan_Fox,en,8643
20110919-,Jack_Ma,en,130
20110919-,Apache_Hadoop,en,1023
20110919-,Shah_Rukh_Khan,en,234
20110919-,Ryan_Gosling,en,22408
20110919-,Independence_Day_(United_States),en,2254
20110919-,Bernie_Sanders,en,562
20110919-,John_Kasich,en,188
20110919-,Deep_Learning,en,10
20110919-,String_theory,en,2869
20110919-,Hillary_Clinton,en,398
20110919-,Donald_Trump,en,4556
20110919-,Ted_Cruz,en,47
20110919-,Sam_Anderson_(Tamil_actor),en,144
20110919-,Sundar_Pichai,en,45
20110920-,Shah_Rukh_Khan,en,286
20110920-,Ryan_Gosling,en,20479
20110920-,Megan_Fox,en,8211
20110920-,John_Kasich,en,255
20110920-,Sam_Anderson_(Tamil_actor),en,134
20110920-,Jack_Ma,en,114
20110920-,Hillary_Clinton,en,368
20110920-,Independence_Day_(United_States),en,2193
20110920-,Bernie_Sanders,en,622
20110920-,Ted_Cruz,en,41
20110920-,Donald_Trump,en,4944
20110920-,Deep_Learning,en,19
20110920-,Sundar_Pichai,en,61
20110920-,String_theory,en,2962
20110920-,Apache_Hadoop,en,1125
20110921-,Independence_Day_(United_States),en,2157
20110921-,Donald_Trump,en,5504
20110921-,Deep_Learning,en,14
20110921-,String_theory,en,3350
20110921-,Bernie_Sanders,en,723
20110921-,Hillary_Clinton,en,371
20110921-,John_Kasich,en,232
20110921-,Jack_Ma,en,92
20110921-,Sam_Anderson_(Tamil_actor),en,119
20110921-,Sundar_Pichai,en,92
20110921-,Shah_Rukh_Khan,en,195
20110921-,Megan_Fox,en,7155
20110921-,Ryan_Gosling,en,19463
20110921-,Ted_Cruz,en,43
20110921-,Apache_Hadoop,en,1234
20110922-,Deep_Learning,en,22
20110922-,Ryan_Gosling,en,17979
20110922-,Apache_Hadoop,en,1121
20110922-,Sundar_Pichai,en,71
20110922-,Ted_Cruz,en,140
20110922-,John_Kasich,en,228
20110922-,Donald_Trump,en,5376
20110922-,Megan_Fox,en,7609
20110922-,Hillary_Clinton,en,389
20110922-,Bernie_Sanders,en,580
20110922-,Independence_Day_(United_States),en,1983
20110922-,Sam_Anderson_(Tamil_actor),en,99
20110922-,Shah_Rukh_Khan,en,180
20110922-,Jack_Ma,en,140
20110922-,String_theory,en,3530
20110923-,Sundar_Pichai,en,57
20110923-,Donald_Trump,en,4674
20110923-,Apache_Hadoop,en,1082
20110923-,Ted_Cruz,en,88
20110923-,Shah_Rukh_Khan,en,233
20110923-,Jack_Ma,en,169
20110923-,Sam_Anderson_(Tamil_actor),en,139
20110923-,Independence_Day_(United_States),en,1811
20110923-,Deep_Learning,en,17
20110923-,John_Kasich,en,310
20110923-,String_theory,en,6196
20110923-,Hillary_Clinton,en,438
