Date,Page,Proj,Sum of PageViews
20120909-,Hillary_Clinton,en,845
20120909-,Shah_Rukh_Khan,en,417
20120909-,Sam_Anderson_(Tamil_actor),en,196
20120909-,Deep_Learning,en,5
20120909-,Ryan_Gosling,en,15723
20120909-,Bernie_Sanders,en,1776
20120909-,Sundar_Pichai,en,66
20120909-,Jack_Ma,en,200
20120909-,Megan_Fox,en,13513
20120909-,String_theory,en,3802
20120909-,Ted_Cruz,en,284
20120909-,Independence_Day_(United_States),en,2339
20120909-,John_Kasich,en,363
20120909-,Donald_Trump,en,5204
20120910-,Shah_Rukh_Khan,en,347
20120910-,String_theory,en,4201
20120910-,Ted_Cruz,en,402
20120910-,Megan_Fox,en,12323
20120910-,Sam_Anderson_(Tamil_actor),en,293
20120910-,Donald_Trump,en,5510
20120910-,Jack_Ma,en,252
20120910-,Bernie_Sanders,en,1596
20120910-,Independence_Day_(United_States),en,2906
20120910-,Sundar_Pichai,en,87
20120910-,Apache_Hadoop,en,2680
20120910-,Ryan_Gosling,en,17501
20120910-,Hillary_Clinton,en,714
20120910-,John_Kasich,en,513
20120910-,Deep_Learning,en,5
20120911-,Shah_Rukh_Khan,en,904
20120911-,Bernie_Sanders,en,1155
20120911-,String_theory,en,3925
20120911-,Ted_Cruz,en,355
20120911-,Ryan_Gosling,en,15173
20120911-,Independence_Day_(United_States),en,3426
20120911-,Sundar_Pichai,en,81
20120911-,Apache_Hadoop,en,2881
20120911-,Sam_Anderson_(Tamil_actor),en,255
20120911-,Jack_Ma,en,164
20120911-,Donald_Trump,en,5046
20120911-,Deep_Learning,en,4
20120911-,John_Kasich,en,453
20120911-,Megan_Fox,en,11800
20120911-,Hillary_Clinton,en,632
20120912-,Sam_Anderson_(Tamil_actor),en,309
20120912-,Independence_Day_(United_States),en,3284
20120912-,Sundar_Pichai,en,90
20120912-,Ted_Cruz,en,307
20120912-,Deep_Learning,en,1
20120912-,Jack_Ma,en,202
20120912-,Apache_Hadoop,en,2852
20120912-,Bernie_Sanders,en,702
20120912-,Donald_Trump,en,5002
20120912-,Hillary_Clinton,en,1029
20120912-,Megan_Fox,en,12310
20120912-,String_theory,en,4104
20120912-,Shah_Rukh_Khan,en,691
20120912-,John_Kasich,en,408
20120912-,Ryan_Gosling,en,12364
20120913-,Bernie_Sanders,en,758
20120913-,Ryan_Gosling,en,11914
20120913-,Independence_Day_(United_States),en,3175
20120913-,String_theory,en,5065
20120913-,Deep_Learning,en,3
20120913-,Jack_Ma,en,195
20120913-,Megan_Fox,en,10665
20120913-,Sam_Anderson_(Tamil_actor),en,254
20120913-,Donald_Trump,en,5186
20120913-,Ted_Cruz,en,300
20120913-,John_Kasich,en,578
20120913-,Shah_Rukh_Khan,en,550
20120913-,Hillary_Clinton,en,916
20120913-,Apache_Hadoop,en,2768
20120913-,Sundar_Pichai,en,77
20120914-,John_Kasich,en,501
20120914-,Bernie_Sanders,en,779
20120914-,Jack_Ma,en,174
20120914-,Ted_Cruz,en,288
20120914-,String_theory,en,4278
20120914-,Hillary_Clinton,en,1066
20120914-,Ryan_Gosling,en,12681
20120914-,Sundar_Pichai,en,87
20120914-,Sam_Anderson_(Tamil_actor),en,639
20120914-,Apache_Hadoop,en,2453
20120914-,Independence_Day_(United_States),en,2804
20120914-,Donald_Trump,en,4820
20120914-,Megan_Fox,en,11869
20120914-,Deep_Learning,en,1
20120914-,Shah_Rukh_Khan,en,329
20120915-,Megan_Fox,en,16004
20120915-,Ted_Cruz,en,201
20120915-,Donald_Trump,en,3817
20120915-,Sundar_Pichai,en,73
20120915-,Hillary_Clinton,en,883
20120915-,John_Kasich,en,269
20120915-,Shah_Rukh_Khan,en,309
20120915-,Independence_Day_(United_States),en,2051
20120915-,Apache_Hadoop,en,1164
20120915-,Deep_Learning,en,3
20120915-,Jack_Ma,en,155
20120915-,String_theory,en,3361
20120915-,Sam_Anderson_(Tamil_actor),en,729
20120915-,Bernie_Sanders,en,570
20120915-,Ryan_Gosling,en,18767
20120916-,Independence_Day_(United_States),en,2911
20120916-,String_theory,en,3573
20120916-,Bernie_Sanders,en,514
20120916-,Megan_Fox,en,15024
20120916-,Deep_Learning,en,3
20120916-,Donald_Trump,en,4213
20120916-,Sam_Anderson_(Tamil_actor),en,448
20120916-,John_Kasich,en,254
20120916-,Shah_Rukh_Khan,en,312
20120916-,Sundar_Pichai,en,85
20120916-,Hillary_Clinton,en,806
20120916-,Jack_Ma,en,183
20120916-,Apache_Hadoop,en,1137
20120916-,Ryan_Gosling,en,17825
20120916-,Ted_Cruz,en,176
20120917-,Donald_Trump,en,4793
20120917-,Sam_Anderson_(Tamil_actor),en,418
20120917-,John_Kasich,en,314
20120917-,Megan_Fox,en,13655
20120917-,Ryan_Gosling,en,16766
20120917-,Sundar_Pichai,en,119
20120917-,Hillary_Clinton,en,684
20120917-,Bernie_Sanders,en,647
20120917-,Independence_Day_(United_States),en,3746
20120917-,Jack_Ma,en,207
20120917-,Ted_Cruz,en,377
20120917-,Deep_Learning,en,3
20120917-,String_theory,en,4690
20120917-,Apache_Hadoop,en,2713
20120917-,Shah_Rukh_Khan,en,276
20120918-,Shah_Rukh_Khan,en,240
20120918-,Sundar_Pichai,en,148
20120918-,Ryan_Gosling,en,12452
20120918-,Hillary_Clinton,en,687
20120918-,Bernie_Sanders,en,717
20120918-,Jack_Ma,en,395
20120918-,Donald_Trump,en,5116
20120918-,Independence_Day_(United_States),en,3522
20120918-,Megan_Fox,en,10464
20120918-,Apache_Hadoop,en,2802
20120918-,John_Kasich,en,319
20120918-,Sam_Anderson_(Tamil_actor),en,325
20120918-,String_theory,en,4632
20120918-,Ted_Cruz,en,281
20120919-,Ted_Cruz,en,309
20120919-,Sam_Anderson_(Tamil_actor),en,182
20120919-,String_theory,en,4824
20120919-,Megan_Fox,en,13560
20120919-,Deep_Learning,en,3
20120919-,Donald_Trump,en,5402
20120919-,Sundar_Pichai,en,82
20120919-,Ryan_Gosling,en,13205
20120919-,Apache_Hadoop,en,2791
20120919-,Jack_Ma,en,390
20120919-,Independence_Day_(United_States),en,3176
20120919-,Hillary_Clinton,en,689
20120919-,John_Kasich,en,296
20120919-,Shah_Rukh_Khan,en,242
20120919-,Bernie_Sanders,en,1387
20120920-,Ted_Cruz,en,324
20120920-,Hillary_Clinton,en,725
20120920-,Donald_Trump,en,5128
20120920-,Megan_Fox,en,11718
20120920-,Jack_Ma,en,318
20120920-,Deep_Learning,en,5
20120920-,Ryan_Gosling,en,12053
20120920-,Apache_Hadoop,en,2867
20120920-,John_Kasich,en,309
20120920-,Bernie_Sanders,en,831
20120920-,Sam_Anderson_(Tamil_actor),en,203
20120920-,Sundar_Pichai,en,97
20120920-,String_theory,en,4301
20120920-,Shah_Rukh_Khan,en,338
20120920-,Independence_Day_(United_States),en,3165
20120921-,John_Kasich,en,467
20120921-,Ryan_Gosling,en,11387
20120921-,Independence_Day_(United_States),en,2646
20120921-,Megan_Fox,en,11038
20120921-,Ted_Cruz,en,382
20120921-,Apache_Hadoop,en,2681
20120921-,Jack_Ma,en,215
20120921-,Shah_Rukh_Khan,en,341
20120921-,Bernie_Sanders,en,922
20120921-,Deep_Learning,en,1
20120921-,Sundar_Pichai,en,128
20120921-,String_theory,en,3834
20120921-,Donald_Trump,en,4507
20120921-,Sam_Anderson_(Tamil_actor),en,171
20120921-,Hillary_Clinton,en,653
20120922-,Apache_Hadoop,en,1135
20120922-,Megan_Fox,en,12918
20120922-,Ted_Cruz,en,223
20120922-,Ryan_Gosling,en,13791
20120922-,Shah_Rukh_Khan,en,396
20120922-,Deep_Learning,en,2
20120922-,String_theory,en,3139
20120922-,Sundar_Pichai,en,105
20120922-,Independence_Day_(United_States),en,1814
20120922-,John_Kasich,en,298
20120922-,Hillary_Clinton,en,617
20120922-,Donald_Trump,en,3710
20120922-,Bernie_Sanders,en,1043
20120922-,Jack_Ma,en,130
20120922-,Sam_Anderson_(Tamil_actor),en,147
20120923-,Megan_Fox,en,12775
20120923-,Ted_Cruz,en,290
20120923-,Ryan_Gosling,en,14709
20120923-,Sam_Anderson_(Tamil_actor),en,151
20120923-,Hillary_Clinton,en,692
20120923-,Apache_Hadoop,en,1155
20120923-,Deep_Learning,en,2
20120923-,John_Kasich,en,262
20120923-,Independence_Day_(United_States),en,2154
20120923-,Donald_Trump,en,4266
20120923-,Jack_Ma,en,165
20120923-,String_theory,en,3303
20120923-,Shah_Rukh_Khan,en,309
20120923-,Sundar_Pichai,en,88
20120923-,Bernie_Sanders,en,721
20120924-,Deep_Learning,en,1
20120924-,Jack_Ma,en,371
20120924-,Independence_Day_(United_States),en,3013
20120924-,Sam_Anderson_(Tamil_actor),en,155
20120924-,String_theory,en,3613
20120924-,Megan_Fox,en,12825
20120924-,Shah_Rukh_Khan,en,308
20120924-,Sundar_Pichai,en,105
20120924-,Hillary_Clinton,en,612
20120924-,Bernie_Sanders,en,775
20120924-,Ted_Cruz,en,324
20120924-,Donald_Trump,en,5433
20120924-,John_Kasich,en,453
20120924-,Ryan_Gosling,en,13107
20120924-,Apache_Hadoop,en,2690
20120925-,Sundar_Pichai,en,108
20120925-,Bernie_Sanders,en,793
20120925-,John_Kasich,en,681
20120925-,Apache_Hadoop,en,2974
20120925-,Shah_Rukh_Khan,en,292
20120925-,Donald_Trump,en,4828
20120925-,Hillary_Clinton,en,659
20120925-,Megan_Fox,en,11303
20120925-,Sam_Anderson_(Tamil_actor),en,125
20120925-,Ryan_Gosling,en,11998
20120925-,Jack_Ma,en,203
20120925-,Deep_Learning,en,2
20120925-,Independence_Day_(United_States),en,2993
20120925-,Ted_Cruz,en,324
20120925-,String_theory,en,3833
20120926-,Megan_Fox,en,11669
20120926-,Sundar_Pichai,en,122
20120926-,Jack_Ma,en,165
20120926-,Bernie_Sanders,en,658
20120926-,John_Kasich,en,821
20120926-,Apache_Hadoop,en,3095
20120926-,Donald_Trump,en,5044
20120926-,Ryan_Gosling,en,14228
20120926-,Hillary_Clinton,en,724
20120926-,Shah_Rukh_Khan,en,280
20120926-,Ted_Cruz,en,438
20120926-,String_theory,en,3962
20120926-,Sam_Anderson_(Tamil_actor),en,128
20120926-,Deep_Learning,en,5
20120926-,Independence_Day_(United_States),en,2736
20120927-,Jack_Ma,en,158
20120927-,John_Kasich,en,1455
20120927-,Apache_Hadoop,en,3016
20120927-,Sam_Anderson_(Tamil_actor),en,120
20120927-,Hillary_Clinton,en,606
20120927-,Deep_Learning,en,3
20120927-,Shah_Rukh_Khan,en,286
20120927-,Sundar_Pichai,en,248
20120927-,Ted_Cruz,en,515
20120927-,String_theory,en,4030
20120927-,Ryan_Gosling,en,13488
20120927-,Donald_Trump,en,5152
20120927-,Independence_Day_(United_States),en,3035
20120927-,Megan_Fox,en,10624
20120927-,Bernie_Sanders,en,661
20120928-,Megan_Fox,en,11656
20120928-,Hillary_Clinton,en,629
20120928-,Ted_Cruz,en,322
20120928-,Donald_Trump,en,4485
20120928-,Bernie_Sanders,en,656
20120928-,Independence_Day_(United_States),en,2351
20120928-,Deep_Learning,en,6
20120928-,Apache_Hadoop,en,2567
20120928-,Sam_Anderson_(Tamil_actor),en,104
20120928-,Sundar_Pichai,en,115
20120928-,Shah_Rukh_Khan,en,247
20120928-,John_Kasich,en,467
20120928-,String_theory,en,3698
20120928-,Jack_Ma,en,204
20120928-,Ryan_Gosling,en,16642
20120929-,Ryan_Gosling,en,13768
20120929-,Hillary_Clinton,en,507
20120929-,Megan_Fox,en,10967
20120929-,Shah_Rukh_Khan,en,300
20120929-,Ted_Cruz,en,270
20120929-,Deep_Learning,en,4
20120929-,Donald_Trump,en,3512
20120929-,Independence_Day_(United_States),en,1731
20120929-,String_theory,en,2935
20120929-,Sundar_Pichai,en,88
20120929-,Apache_Hadoop,en,1299
20120929-,John_Kasich,en,330
20120929-,Sam_Anderson_(Tamil_actor),en,136
20120929-,Bernie_Sanders,en,638
20120929-,Jack_Ma,en,98
20120930-,Independence_Day_(United_States),en,2381
20120930-,John_Kasich,en,409
20120930-,Megan_Fox,en,11534
20120930-,Deep_Learning,en,5
20120930-,Ted_Cruz,en,278
20120930-,Jack_Ma,en,102
20120930-,Apache_Hadoop,en,1136
20120930-,String_theory,en,3274
20120930-,Bernie_Sanders,en,990
20120930-,Sam_Anderson_(Tamil_actor),en,131
20120930-,Ryan_Gosling,en,13801
20120930-,Hillary_Clinton,en,556
20120930-,Donald_Trump,en,3774
20120930-,Shah_Rukh_Khan,en,302
20120930-,Sundar_Pichai,en,84
20121001-,Donald_Trump,en,5787
20121001-,Independence_Day_(United_States),en,3326
20121001-,Jack_Ma,en,139
20121001-,Ryan_Gosling,en,12697
20121001-,Deep_Learning,en,4
20121001-,String_theory,en,4048
20121001-,Megan_Fox,en,14302
20121001-,Apache_Hadoop,en,2620
20121001-,John_Kasich,en,410
20121001-,Ted_Cruz,en,326
20121001-,Hillary_Clinton,en,505
20121001-,Sundar_Pichai,en,103
20121001-,Bernie_Sanders,en,935
20121001-,Shah_Rukh_Khan,en,297
20121001-,Sam_Anderson_(Tamil_actor),en,149
20121002-,Ryan_Gosling,en,10831
20121002-,Deep_Learning,en,1
20121002-,Sundar_Pichai,en,100
20121002-,Bernie_Sanders,en,829
20121002-,Jack_Ma,en,167
20121002-,Sam_Anderson_(Tamil_actor),en,146
20121002-,Apache_Hadoop,en,3389
20121002-,Donald_Trump,en,4868
20121002-,Shah_Rukh_Khan,en,314
20121002-,Hillary_Clinton,en,496
20121002-,Megan_Fox,en,11181
20121002-,Ted_Cruz,en,559
20121002-,Independence_Day_(United_States),en,2855
20121002-,String_theory,en,4565
20121002-,John_Kasich,en,415
20121003-,Sundar_Pichai,en,123
20121003-,Deep_Learning,en,8
20121003-,Apache_Hadoop,en,4730
20121003-,Shah_Rukh_Khan,en,305
20121003-,John_Kasich,en,458
20121003-,Megan_Fox,en,11375
20121003-,Ryan_Gosling,en,10881
20121003-,Donald_Trump,en,5379
20121003-,Ted_Cruz,en,1226
20121003-,Bernie_Sanders,en,803
20121003-,Sam_Anderson_(Tamil_actor),en,91
20121003-,String_theory,en,4878
20121003-,Independence_Day_(United_States),en,3131
20121003-,Hillary_Clinton,en,549
20121003-,Jack_Ma,en,169
20121004-,Sam_Anderson_(Tamil_actor),en,108
20121004-,Sundar_Pichai,en,94
20121004-,Shah_Rukh_Khan,en,276
20121004-,Independence_Day_(United_States),en,2847
20121004-,Bernie_Sanders,en,1259
20121004-,String_theory,en,4325
20121004-,Ryan_Gosling,en,10540
20121004-,Hillary_Clinton,en,641
20121004-,Jack_Ma,en,169
20121004-,Megan_Fox,en,11020
20121004-,Ted_Cruz,en,680
20121004-,Apache_Hadoop,en,3214
20121004-,Donald_Trump,en,10498
20121004-,John_Kasich,en,523
20121004-,Deep_Learning,en,3
20121005-,String_theory,en,5970
20121005-,Ryan_Gosling,en,10964
20121005-,Independence_Day_(United_States),en,2291
20121005-,Ted_Cruz,en,662
20121005-,Deep_Learning,en,10
20121005-,Donald_Trump,en,5869
20121005-,Jack_Ma,en,259
20121005-,Hillary_Clinton,en,527
20121005-,Apache_Hadoop,en,2713
20121005-,Bernie_Sanders,en,719
20121005-,Shah_Rukh_Khan,en,305
20121005-,Sam_Anderson_(Tamil_actor),en,139
20121005-,Sundar_Pichai,en,102
20121005-,Megan_Fox,en,10450
20121005-,John_Kasich,en,341
20121006-,Sundar_Pichai,en,71
20121006-,Donald_Trump,en,4652
20121006-,Ryan_Gosling,en,12423
20121006-,Apache_Hadoop,en,1299
20121006-,Bernie_Sanders,en,662
20121006-,Independence_Day_(United_States),en,1780
20121006-,Shah_Rukh_Khan,en,344
20121006-,Megan_Fox,en,10916
20121006-,Deep_Learning,en,6
20121006-,String_theory,en,3958
20121006-,Ted_Cruz,en,489
20121006-,John_Kasich,en,291
20121006-,Sam_Anderson_(Tamil_actor),en,107
20121006-,Jack_Ma,en,177
20121006-,Hillary_Clinton,en,497
20121007-,Jack_Ma,en,133
20121007-,Independence_Day_(United_States),en,2178
20121007-,Ted_Cruz,en,445
20121007-,Megan_Fox,en,11972
20121007-,Bernie_Sanders,en,568
20121007-,Deep_Learning,en,2
20121007-,String_theory,en,5733
20121007-,John_Kasich,en,296
20121007-,Sam_Anderson_(Tamil_actor),en,101
20121007-,Apache_Hadoop,en,1327
20121007-,Hillary_Clinton,en,466
20121007-,Ryan_Gosling,en,11971
20121007-,Shah_Rukh_Khan,en,361
20121007-,Donald_Trump,en,4864
20121007-,Sundar_Pichai,en,63
20121008-,Donald_Trump,en,8099
20121008-,Jack_Ma,en,143
20121008-,Deep_Learning,en,6
20121008-,String_theory,en,5878
20121008-,Hillary_Clinton,en,567
20121008-,Apache_Hadoop,en,2991
20121008-,Ryan_Gosling,en,11553
20121008-,Bernie_Sanders,en,740
20121008-,John_Kasich,en,430
20121008-,Ted_Cruz,en,355
20121008-,Megan_Fox,en,11779
20121008-,Sundar_Pichai,en,91
20121008-,Independence_Day_(United_States),en,2847
20121008-,Shah_Rukh_Khan,en,304
20121008-,Sam_Anderson_(Tamil_actor),en,119
20121009-,Shah_Rukh_Khan,en,420
20121009-,Ryan_Gosling,en,10819
20121009-,String_theory,en,5116
20121009-,Ted_Cruz,en,515
20121009-,Jack_Ma,en,170
20121009-,Megan_Fox,en,10222
20121009-,Donald_Trump,en,6062
20121009-,Apache_Hadoop,en,3376
20121009-,John_Kasich,en,421
20121009-,Bernie_Sanders,en,738
20121009-,Independence_Day_(United_States),en,2851
20121009-,Sam_Anderson_(Tamil_actor),en,88
20121009-,Sundar_Pichai,en,164
20121009-,Hillary_Clinton,en,552
20121010-,Independence_Day_(United_States),en,2668
20121010-,Hillary_Clinton,en,499
20121010-,Apache_Hadoop,en,3248
20121010-,Shah_Rukh_Khan,en,364
20121010-,Bernie_Sanders,en,690
20121010-,Ryan_Gosling,en,11429
20121010-,Jack_Ma,en,226
20121010-,John_Kasich,en,378
20121010-,String_theory,en,4862
20121010-,Ted_Cruz,en,600
20121010-,Deep_Learning,en,4
20121010-,Donald_Trump,en,5584
20121010-,Sam_Anderson_(Tamil_actor),en,98
20121010-,Megan_Fox,en,10452
20121010-,Sundar_Pichai,en,111
20121011-,Sundar_Pichai,en,109
20121011-,Hillary_Clinton,en,481
20121011-,Independence_Day_(United_States),en,2563
20121011-,Donald_Trump,en,6047
20121011-,Bernie_Sanders,en,680
20121011-,Megan_Fox,en,10099
20121011-,Shah_Rukh_Khan,en,324
20121011-,Deep_Learning,en,6
20121011-,John_Kasich,en,380
20121011-,Jack_Ma,en,146
20121011-,Sam_Anderson_(Tamil_actor),en,106
20121011-,Apache_Hadoop,en,3294
20121011-,Ted_Cruz,en,419
20121011-,String_theory,en,5041
20121011-,Ryan_Gosling,en,14044
20121012-,Ted_Cruz,en,334
20121012-,Bernie_Sanders,en,664
20121012-,Sundar_Pichai,en,125
20121012-,Ryan_Gosling,en,14359
20121012-,Deep_Learning,en,6
20121012-,Megan_Fox,en,10227
20121012-,Independence_Day_(United_States),en,2266
20121012-,Jack_Ma,en,296
20121012-,John_Kasich,en,382
20121012-,Sam_Anderson_(Tamil_actor),en,112
20121012-,Apache_Hadoop,en,2969
20121012-,Shah_Rukh_Khan,en,363
20121012-,String_theory,en,4223
20121012-,Donald_Trump,en,5122
20121012-,Hillary_Clinton,en,629
20121013-,Sundar_Pichai,en,74
20121013-,Deep_Learning,en,7
20121013-,String_theory,en,3515
20121013-,Sam_Anderson_(Tamil_actor),en,137
20121013-,Independence_Day_(United_States),en,1655
20121013-,Shah_Rukh_Khan,en,291
20121013-,Jack_Ma,en,112
20121013-,Donald_Trump,en,4406
20121013-,Ted_Cruz,en,212
20121013-,Ryan_Gosling,en,14002
20121013-,John_Kasich,en,449
20121013-,Apache_Hadoop,en,1226
20121013-,Hillary_Clinton,en,506
20121013-,Bernie_Sanders,en,571
20121013-,Megan_Fox,en,11640
20121014-,Shah_Rukh_Khan,en,265
20121014-,Ryan_Gosling,en,13965
20121014-,Sam_Anderson_(Tamil_actor),en,103
20121014-,Jack_Ma,en,153
20121014-,Hillary_Clinton,en,551
20121014-,Deep_Learning,en,12
20121014-,Apache_Hadoop,en,1534
20121014-,Megan_Fox,en,12003
20121014-,Donald_Trump,en,4420
20121014-,Ted_Cruz,en,275
20121014-,Independence_Day_(United_States),en,2090
20121014-,String_theory,en,3770
20121014-,John_Kasich,en,409
20121014-,Bernie_Sanders,en,657
20121014-,Sundar_Pichai,en,80
20121015-,String_theory,en,4343
20121015-,Ryan_Gosling,en,11768
20121015-,Bernie_Sanders,en,865
20121015-,Apache_Hadoop,en,3357
20121015-,Donald_Trump,en,5350
20121015-,Shah_Rukh_Khan,en,289
20121015-,Sam_Anderson_(Tamil_actor),en,126
20121015-,Ted_Cruz,en,543
20121015-,Megan_Fox,en,10611
20121015-,Sundar_Pichai,en,84
20121015-,Deep_Learning,en,8
20121015-,John_Kasich,en,460
20121015-,Independence_Day_(United_States),en,2801
20121015-,Hillary_Clinton,en,556
20121015-,Jack_Ma,en,217
20121016-,Sundar_Pichai,en,141
20121016-,Ted_Cruz,en,631
20121016-,Apache_Hadoop,en,3642
20121016-,Sam_Anderson_(Tamil_actor),en,116
20121016-,Jack_Ma,en,140
20121016-,John_Kasich,en,435
20121016-,Megan_Fox,en,13275
20121016-,Ryan_Gosling,en,10506
20121016-,Shah_Rukh_Khan,en,266
20121016-,Independence_Day_(United_States),en,2826
20121016-,String_theory,en,4156
20121016-,Bernie_Sanders,en,785
20121016-,Donald_Trump,en,5446
20121016-,Deep_Learning,en,6
20121016-,Hillary_Clinton,en,779
20121017-,Deep_Learning,en,14
20121017-,Independence_Day_(United_States),en,2885
20121017-,String_theory,en,4135
20121017-,Apache_Hadoop,en,3677
20121017-,Ryan_Gosling,en,10588
20121017-,Hillary_Clinton,en,751
20121017-,Megan_Fox,en,31693
20121017-,Sam_Anderson_(Tamil_actor),en,116
20121017-,Ted_Cruz,en,451
20121017-,Sundar_Pichai,en,102
20121017-,Donald_Trump,en,6796
20121017-,John_Kasich,en,495
20121017-,Bernie_Sanders,en,856
20121017-,Shah_Rukh_Khan,en,337
20121017-,Jack_Ma,en,170
20121018-,Shah_Rukh_Khan,en,335
20121018-,Hillary_Clinton,en,638
20121018-,Megan_Fox,en,37533
20121018-,Jack_Ma,en,142
20121018-,String_theory,en,4271
20121018-,Donald_Trump,en,6461
20121018-,Sam_Anderson_(Tamil_actor),en,495
20121018-,Apache_Hadoop,en,3638
20121018-,Ryan_Gosling,en,11110
20121018-,John_Kasich,en,444
20121018-,Sundar_Pichai,en,325
20121018-,Independence_Day_(United_States),en,2800
20121018-,Ted_Cruz,en,442
20121018-,Bernie_Sanders,en,823
20121018-,Deep_Learning,en,7
20121019-,Jack_Ma,en,139
20121019-,Hillary_Clinton,en,581
20121019-,Shah_Rukh_Khan,en,561
20121019-,Independence_Day_(United_States),en,2390
20121019-,Sundar_Pichai,en,782
20121019-,John_Kasich,en,544
20121019-,Apache_Hadoop,en,3024
20121019-,Deep_Learning,en,8
20121019-,Bernie_Sanders,en,814
20121019-,Donald_Trump,en,5915
20121019-,Ted_Cruz,en,570
20121019-,Ryan_Gosling,en,11320
20121019-,String_theory,en,3700
20121019-,Sam_Anderson_(Tamil_actor),en,723
20121019-,Megan_Fox,en,21539
20121020-,Independence_Day_(United_States),en,1833
20121020-,Donald_Trump,en,4669
20121020-,String_theory,en,3047
20121020-,Shah_Rukh_Khan,en,900
20121020-,Megan_Fox,en,13551
20121020-,Bernie_Sanders,en,569
20121020-,Sundar_Pichai,en,533
20121020-,John_Kasich,en,401
20121020-,Hillary_Clinton,en,512
20121020-,Ryan_Gosling,en,12676
20121020-,Sam_Anderson_(Tamil_actor),en,336
20121020-,Deep_Learning,en,3
20121020-,Apache_Hadoop,en,1256
20121020-,Jack_Ma,en,97
20121020-,Ted_Cruz,en,717
20121021-,Jack_Ma,en,137
20121021-,Shah_Rukh_Khan,en,981
20121021-,Ryan_Gosling,en,14144
20121021-,John_Kasich,en,365
20121021-,Apache_Hadoop,en,1320
20121021-,Deep_Learning,en,6
20121021-,Sundar_Pichai,en,312
20121021-,Bernie_Sanders,en,687
20121021-,Ted_Cruz,en,601
20121021-,Donald_Trump,en,10577
20121021-,Sam_Anderson_(Tamil_actor),en,356
20121021-,Independence_Day_(United_States),en,2161
20121021-,Megan_Fox,en,13804
20121021-,String_theory,en,3588
20121021-,Hillary_Clinton,en,587
20121022-,String_theory,en,4191
20121022-,Hillary_Clinton,en,574
20121022-,Donald_Trump,en,13388
20121022-,Sundar_Pichai,en,271
20121022-,Shah_Rukh_Khan,en,1035
20121022-,Ted_Cruz,en,802
20121022-,Independence_Day_(United_States),en,2899
20121022-,Deep_Learning,en,5
20121022-,Sam_Anderson_(Tamil_actor),en,356
20121022-,John_Kasich,en,459
20121022-,Apache_Hadoop,en,3296
20121022-,Jack_Ma,en,164
20121022-,Ryan_Gosling,en,11608
20121022-,Bernie_Sanders,en,829
20121022-,Megan_Fox,en,11999
20121023-,Sundar_Pichai,en,194
20121023-,Apache_Hadoop,en,3663
20121023-,Hillary_Clinton,en,665
20121023-,Bernie_Sanders,en,920
20121023-,Shah_Rukh_Khan,en,885
20121023-,John_Kasich,en,596
20121023-,Ryan_Gosling,en,11258
20121023-,Deep_Learning,en,9
20121023-,Independence_Day_(United_States),en,2887
20121023-,Megan_Fox,en,13047
20121023-,String_theory,en,3964
20121023-,Ted_Cruz,en,898
20121023-,Donald_Trump,en,14083
20121023-,Sam_Anderson_(Tamil_actor),en,329
20121023-,Jack_Ma,en,173
20121024-,Shah_Rukh_Khan,en,648
20121024-,Sundar_Pichai,en,154
20121024-,Sam_Anderson_(Tamil_actor),en,375
20121024-,Donald_Trump,en,36565
20121024-,String_theory,en,3874
20121024-,Ted_Cruz,en,1146
20121024-,John_Kasich,en,1061
20121024-,Deep_Learning,en,8
20121024-,Apache_Hadoop,en,4103
20121024-,Independence_Day_(United_States),en,2813
20121024-,Bernie_Sanders,en,948
20121024-,Ryan_Gosling,en,14877
20121024-,Jack_Ma,en,148
20121024-,Megan_Fox,en,12817
20121024-,Hillary_Clinton,en,632
20121025-,Deep_Learning,en,9
20121025-,Sundar_Pichai,en,144
20121025-,Ted_Cruz,en,1207
20121025-,Independence_Day_(United_States),en,2709
20121025-,Ryan_Gosling,en,14600
20121025-,Jack_Ma,en,149
20121025-,Hillary_Clinton,en,707
20121025-,Bernie_Sanders,en,863
20121025-,Donald_Trump,en,44385
20121025-,String_theory,en,4081
20121025-,Megan_Fox,en,11712
20121025-,John_Kasich,en,595
20121025-,Sam_Anderson_(Tamil_actor),en,292
20121025-,Shah_Rukh_Khan,en,531
20121025-,Apache_Hadoop,en,4069
20121026-,Donald_Trump,en,25772
20121026-,Independence_Day_(United_States),en,2226
20121026-,Megan_Fox,en,10608
20121026-,John_Kasich,en,791
20121026-,String_theory,en,4938
20121026-,Ryan_Gosling,en,11725
20121026-,Deep_Learning,en,1
20121026-,Bernie_Sanders,en,991
20121026-,Jack_Ma,en,138
20121026-,Sam_Anderson_(Tamil_actor),en,315
20121026-,Hillary_Clinton,en,674
20121026-,Shah_Rukh_Khan,en,323
20121026-,Sundar_Pichai,en,138
20121026-,Ted_Cruz,en,1067
20121026-,Apache_Hadoop,en,3051
20121027-,Sundar_Pichai,en,123
20121027-,Jack_Ma,en,100
20121027-,Donald_Trump,en,16379
20121027-,String_theory,en,3660
20121027-,Independence_Day_(United_States),en,1537
20121027-,Ryan_Gosling,en,11676
20121027-,Shah_Rukh_Khan,en,259
20121027-,Megan_Fox,en,13422
20121027-,Bernie_Sanders,en,790
20121027-,Deep_Learning,en,6
20121027-,John_Kasich,en,473
20121027-,Sam_Anderson_(Tamil_actor),en,282
