Page,Date,Sum of PageViews
Independence_Day_(United_States),2015-10-31,72988.0
Independence_Day_(United_States),2015-11-30,79445.0
Independence_Day_(United_States),2015-12-31,68068.0
Independence_Day_(United_States),2016-01-31,71258.0
Independence_Day_(United_States),2016-02-29,98278.0
Independence_Day_(United_States),2016-03-31,78299.0
Independence_Day_(United_States),2016-04-30,80241.0
Jack_Ma,2010-04-30,2087.0
Jack_Ma,2010-05-31,2106.0
Jack_Ma,2010-06-30,1571.0
Jack_Ma,2010-07-31,1955.0
Jack_Ma,2010-08-31,2918.0
Jack_Ma,2010-09-30,8450.0
Jack_Ma,2010-10-31,4451.0
Jack_Ma,2010-11-30,4281.0
Jack_Ma,2010-12-31,3523.0
Jack_Ma,2011-01-31,3990.0
Jack_Ma,2011-02-28,3335.0
Jack_Ma,2011-03-31,3460.0
Jack_Ma,2011-04-30,3056.0
Jack_Ma,2011-05-31,5759.0
Jack_Ma,2011-06-30,5070.0
Jack_Ma,2011-07-31,3444.0
Jack_Ma,2011-08-31,2868.0
Jack_Ma,2011-09-30,4336.0
Jack_Ma,2011-10-31,13676.0
Jack_Ma,2011-11-30,5198.0
Jack_Ma,2011-12-31,4946.0
Jack_Ma,2012-01-31,3681.0
Jack_Ma,2012-02-29,5485.0
Jack_Ma,2012-03-31,3791.0
Jack_Ma,2012-04-30,3634.0
Jack_Ma,2012-05-31,6333.0
Jack_Ma,2012-06-30,3851.0
Jack_Ma,2012-07-31,3065.0
Jack_Ma,2012-08-31,3425.0
Jack_Ma,2012-09-30,5631.0
Jack_Ma,2012-10-31,4939.0
Jack_Ma,2012-11-30,4870.0
Jack_Ma,2012-12-31,4503.0
Jack_Ma,2013-01-31,8971.0
Jack_Ma,2013-02-28,3884.0
Jack_Ma,2013-03-31,8516.0
Jack_Ma,2013-04-30,6662.0
Jack_Ma,2013-05-31,11357.0
Jack_Ma,2013-06-30,7189.0
Jack_Ma,2013-07-31,9238.0
Jack_Ma,2013-08-31,7212.0
Jack_Ma,2013-09-30,8315.0
Jack_Ma,2013-10-31,8924.0
Jack_Ma,2013-11-30,9236.0
Jack_Ma,2013-12-31,10246.0
Jack_Ma,2014-01-31,8494.0
Jack_Ma,2014-02-28,10781.0
Jack_Ma,2014-03-31,22036.0
Jack_Ma,2014-04-30,20054.0
Jack_Ma,2014-05-31,58110.0
Jack_Ma,2014-06-30,18243.0
Jack_Ma,2014-07-31,16119.0
Jack_Ma,2014-08-31,20972.0
Jack_Ma,2014-09-30,304037.0
Jack_Ma,2014-10-31,69029.0
Jack_Ma,2014-11-30,88466.0
Jack_Ma,2014-12-31,52383.0
Jack_Ma,2015-01-31,56167.0
Jack_Ma,2015-02-28,46992.0
Jack_Ma,2015-03-31,42551.0
Jack_Ma,2015-04-30,36105.0
Jack_Ma,2015-05-31,44373.0
Jack_Ma,2015-06-30,58366.0
Jack_Ma,2015-07-31,75966.0
Jack_Ma,2015-08-31,81986.0
Jack_Ma,2015-09-30,81079.0
Jack_Ma,2015-10-31,79763.0
Jack_Ma,2015-11-30,134781.0
Jack_Ma,2015-12-31,85372.0
Jack_Ma,2016-01-31,79391.0
Jack_Ma,2016-02-29,150485.0
Jack_Ma,2016-03-31,119928.0
Jack_Ma,2016-04-30,108942.0
John_Kasich,2010-04-30,3204.0
John_Kasich,2010-05-31,4650.0
John_Kasich,2010-06-30,6307.0
John_Kasich,2010-07-31,5712.0
John_Kasich,2010-08-31,7929.0
John_Kasich,2010-09-30,13570.0
John_Kasich,2010-10-31,24238.0
John_Kasich,2010-11-30,44393.0
John_Kasich,2010-12-31,10850.0
John_Kasich,2011-01-31,24416.0
John_Kasich,2011-02-28,25415.0
John_Kasich,2011-03-31,27608.0
John_Kasich,2011-04-30,15540.0
John_Kasich,2011-05-31,12579.0
John_Kasich,2011-06-30,16884.0
John_Kasich,2011-07-31,13286.0
John_Kasich,2011-08-31,9030.0
John_Kasich,2011-09-30,7132.0
John_Kasich,2011-10-31,13288.0
John_Kasich,2011-11-30,23841.0
John_Kasich,2011-12-31,6535.0
John_Kasich,2012-01-31,8757.0
John_Kasich,2012-02-29,11047.0
John_Kasich,2012-03-31,10175.0
John_Kasich,2012-04-30,9270.0
John_Kasich,2012-05-31,8427.0
John_Kasich,2012-06-30,10704.0
John_Kasich,2012-07-31,9014.0
John_Kasich,2012-08-31,18724.0
John_Kasich,2012-09-30,15567.0
John_Kasich,2012-10-31,17725.0
John_Kasich,2012-11-30,20013.0
John_Kasich,2012-12-31,11735.0
John_Kasich,2013-01-31,11333.0
John_Kasich,2013-02-28,12234.0
John_Kasich,2013-03-31,12925.0
John_Kasich,2013-04-30,9148.0
John_Kasich,2013-05-31,9703.0
John_Kasich,2013-06-30,9948.0
John_Kasich,2013-07-31,12392.0
John_Kasich,2013-08-31,8143.0
John_Kasich,2013-09-30,6403.0
John_Kasich,2013-10-31,9490.0
John_Kasich,2013-11-30,11234.0
John_Kasich,2013-12-31,6562.0
John_Kasich,2014-01-31,10330.0
John_Kasich,2014-02-28,11177.0
John_Kasich,2014-03-31,14107.0
John_Kasich,2014-04-30,14828.0
John_Kasich,2014-05-31,11208.0
John_Kasich,2014-06-30,8088.0
John_Kasich,2014-07-31,8105.0
John_Kasich,2014-08-31,14586.0
John_Kasich,2014-09-30,8959.0
John_Kasich,2014-10-31,14981.0
John_Kasich,2014-11-30,28183.0
John_Kasich,2014-12-31,12764.0
John_Kasich,2015-01-31,18643.0
John_Kasich,2015-02-28,15662.0
John_Kasich,2015-03-31,21866.0
John_Kasich,2015-04-30,27590.0
John_Kasich,2015-05-31,24255.0
John_Kasich,2015-06-30,31901.0
John_Kasich,2015-07-31,210395.0
John_Kasich,2015-08-31,377352.0
John_Kasich,2015-09-30,200432.0
John_Kasich,2015-10-31,157502.0
John_Kasich,2015-11-30,160089.0
John_Kasich,2015-12-31,111572.0
John_Kasich,2016-01-31,189505.0
John_Kasich,2016-02-29,949272.0
John_Kasich,2016-03-31,1214042.0
John_Kasich,2016-04-30,406008.0
Megan_Fox,2010-04-30,370776.0
Megan_Fox,2010-05-31,603191.0
Megan_Fox,2010-06-30,664069.0
Megan_Fox,2010-07-31,474978.0
Megan_Fox,2010-08-31,673518.0
Megan_Fox,2010-09-30,524095.0
Megan_Fox,2010-10-31,442446.0
Megan_Fox,2010-11-30,385974.0
Megan_Fox,2010-12-31,482136.0
Megan_Fox,2011-01-31,510409.0
Megan_Fox,2011-02-28,459460.0
Megan_Fox,2011-03-31,401626.0
Megan_Fox,2011-04-30,366531.0
Megan_Fox,2011-05-31,435023.0
Megan_Fox,2011-06-30,675393.0
Megan_Fox,2011-07-31,739050.0
Megan_Fox,2011-08-31,366160.0
Megan_Fox,2011-09-30,258257.0
Megan_Fox,2011-10-31,379957.0
Megan_Fox,2011-11-30,403254.0
Megan_Fox,2011-12-31,388772.0
Megan_Fox,2012-01-31,532687.0
Megan_Fox,2012-02-29,438451.0
Megan_Fox,2012-03-31,482316.0
Megan_Fox,2012-04-30,413409.0
Megan_Fox,2012-05-31,487624.0
Megan_Fox,2012-06-30,511888.0
Megan_Fox,2012-07-31,469641.0
Megan_Fox,2012-08-31,473381.0
Megan_Fox,2012-09-30,376721.0
Megan_Fox,2012-10-31,426588.0
Megan_Fox,2012-11-30,433207.0
Megan_Fox,2012-12-31,570708.0
Megan_Fox,2013-01-31,645965.0
Megan_Fox,2013-02-28,401535.0
Megan_Fox,2013-03-31,431349.0
Megan_Fox,2013-04-30,375307.0
Megan_Fox,2013-05-31,420594.0
Megan_Fox,2013-06-30,369274.0
Megan_Fox,2013-07-31,310676.0
Megan_Fox,2013-08-31,299392.0
Megan_Fox,2013-09-30,190516.0
Megan_Fox,2013-10-31,277509.0
Megan_Fox,2013-11-30,304285.0
Megan_Fox,2013-12-31,220727.0
Megan_Fox,2014-01-31,206455.0
Megan_Fox,2014-02-28,235868.0
Megan_Fox,2014-03-31,228245.0
Megan_Fox,2014-04-30,185865.0
Megan_Fox,2014-05-31,209662.0
Megan_Fox,2014-06-30,233605.0
Megan_Fox,2014-07-31,262931.0
Megan_Fox,2014-08-31,324870.0
Megan_Fox,2014-09-30,157746.0
