2011-05-01,34
2011-05-02,60
2011-05-03,53
2011-05-04,43
2011-05-05,44
2011-05-06,75
2011-05-07,64
2011-05-08,68
2011-05-09,46
2011-05-10,79
2011-05-11,66
2011-05-12,43
2011-05-13,48
2011-05-14,58
2011-05-15,77
2011-05-16,42
2011-05-17,53
2011-05-18,33
2011-05-19,71
2011-05-20,56
2011-05-21,47
2011-05-22,94
2011-05-23,39
2011-05-24,46
2011-05-25,62
2011-05-26,70
2011-05-27,76
2011-05-28,98
2011-05-29,56
2011-05-30,35
2011-05-31,46
2011-06-01,100
2011-06-02,81
2011-06-03,43
2011-06-04,74
2011-06-05,63
2011-06-06,59
2011-06-07,81
2011-06-08,79
2011-06-09,89
2011-06-10,70
2011-06-11,51
2011-06-12,81
2011-06-13,97
2011-06-14,77
2011-06-15,69
2011-06-16,49
2011-06-17,66
2011-06-18,55
2011-06-19,59
2011-06-20,74
2011-06-21,68
2011-06-22,86
2011-06-23,79
2011-06-24,85
2011-06-25,93
2011-06-26,86
2011-06-27,49
2011-06-28,59
2011-06-29,53
2011-06-30,64
