2012-03-01,81
2012-03-02,63
2012-03-03,94
2012-03-04,53
2012-03-05,85
2012-03-06,63
2012-03-07,57
2012-03-08,53
2012-03-09,66
2012-03-10,59
2012-03-11,41
2012-03-12,77
2012-03-13,63
2012-03-14,34
2012-03-15,58
2012-03-16,91
2012-03-17,63
2012-03-18,69
2012-03-19,52
2012-03-20,75
2012-03-21,55
2012-03-22,44
2012-03-23,37
2012-03-24,54
2012-03-25,49
2012-03-26,60
2012-03-27,75
2012-03-28,70
2012-03-29,68
2012-03-30,53
2012-03-31,66
2012-04-01,53
2012-04-02,49
2012-04-03,41
2012-04-04,59
2012-04-05,39
2012-04-06,65
2012-04-07,66
2012-04-08,100
2012-04-09,31
2012-04-10,42
2012-04-11,57
2012-04-12,76
2012-04-13,33
2012-04-14,48
2012-04-15,58
2012-04-16,48
2012-04-17,39
2012-04-18,31
2012-04-19,52
2012-04-20,69
2012-04-21,66
2012-04-22,81
2012-04-23,51
2012-04-24,48
2012-04-25,46
2012-04-26,46
2012-04-27,64
2012-04-28,42
2012-04-29,53
2012-04-30,78
