2012-07-01,15
2012-07-02,10
2012-07-03,17
2012-07-04,15
2012-07-05,9
2012-07-06,13
2012-07-07,17
2012-07-08,12
2012-07-09,24
2012-07-10,12
2012-07-11,10
2012-07-12,15
2012-07-13,8
2012-07-14,15
2012-07-15,10
2012-07-16,9
2012-07-17,12
2012-07-18,8
2012-07-19,12
2012-07-20,11
2012-07-21,20
2012-07-22,13
2012-07-23,15
2012-07-24,9
2012-07-25,9
2012-07-26,9
2012-07-27,12
2012-07-28,11
2012-07-29,15
2012-07-30,15
2012-07-31,15
2012-08-01,9
2012-08-02,18
2012-08-03,12
2012-08-04,16
2012-08-05,16
2012-08-06,9
2012-08-07,17
2012-08-08,11
2012-08-09,23
2012-08-10,97
2012-08-11,97
2012-08-12,100
2012-08-13,90
2012-08-14,91
2012-08-15,15
2012-08-16,13
2012-08-17,18
2012-08-18,13
2012-08-19,14
2012-08-20,12
2012-08-21,13
2012-08-22,13
2012-08-23,11
2012-08-24,13
2012-08-25,11
2012-08-26,16
2012-08-27,10
2012-08-28,10
2012-08-29,8
2012-08-30,15
2012-08-31,11
