2015-11-01-2015-11-01,71
2015-11-02-2015-11-02,66
2015-11-03-2015-11-03,54
2015-11-04-2015-11-04,59
2015-11-05-2015-11-05,48
2015-11-06-2015-11-06,59
2015-11-07-2015-11-07,66
2015-11-08-2015-11-08,76
2015-11-09-2015-11-09,77
2015-11-10-2015-11-10,72
2015-11-11-2015-11-11,75
2015-11-12-2015-11-12,65
2015-11-13-2015-11-13,57
2015-11-14-2015-11-14,55
2015-11-15-2015-11-15,78
2015-11-16-2015-11-16,100
2015-11-17-2015-11-17,70
2015-11-18-2015-11-18,63
2015-11-19-2015-11-19,69
2015-11-20-2015-11-20,74
2015-11-21-2015-11-21,63
2015-11-22-2015-11-22,68
2015-11-23-2015-11-23,59
2015-11-24-2015-11-24,67
2015-11-25-2015-11-25,57
2015-11-26-2015-11-26,57
2015-11-27-2015-11-27,50
2015-11-28-2015-11-28,100
2015-11-29-2015-11-29,60
2015-11-30-2015-11-30,66
2015-12-01-2015-12-01,78
2015-12-02-2015-12-02,63
2015-12-03-2015-12-03,93
2015-12-04-2015-12-04,78
2015-12-05-2015-12-05,70
2015-12-06-2015-12-06,60
2015-12-07-2015-12-07,68
2015-12-08-2015-12-08,69
2015-12-09-2015-12-09,66
2015-12-10-2015-12-10,55
2015-12-11-2015-12-11,83
2015-12-12-2015-12-12,70
2015-12-13-2015-12-13,63
2015-12-14-2015-12-14,87
2015-12-15-2015-12-15,78
2015-12-16-2015-12-16,97
2015-12-17-2015-12-17,55
2015-12-18-2015-12-18,78
2015-12-19-2015-12-19,54
2015-12-20-2015-12-20,53
2015-12-21-2015-12-21,70
2015-12-22-2015-12-22,45
2015-12-23-2015-12-23,62
2015-12-24-2015-12-24,57
2015-12-25-2015-12-25,74
2015-12-26-2015-12-26,54
2015-12-27-2015-12-27,47
2015-12-28-2015-12-28,57
2015-12-29-2015-12-29,54
2015-12-30-2015-12-30,50
2015-12-31-2015-12-31,47
