2016-01-01,24
2016-01-02,19
2016-01-03,19
2016-01-04,24
2016-01-05,33
2016-01-06,17
2016-01-07,28
2016-01-08,28
2016-01-09,28
2016-01-10,22
2016-01-11,22
2016-01-12,25
2016-01-13,27
2016-01-14,25
2016-01-15,30
2016-01-16,18
2016-01-17,20
2016-01-18,20
2016-01-19,24
2016-01-20,25
2016-01-21,22
2016-01-22,18
2016-01-23,21
2016-01-24,22
2016-01-25,18
2016-01-26,23
2016-01-27,22
2016-01-28,27
2016-01-29,27
2016-01-30,18
2016-01-31,23
2016-02-01,22
2016-02-02,24
2016-02-03,23
2016-02-04,19
2016-02-05,26
2016-02-06,21
2016-02-07,16
2016-02-08,23
2016-02-09,26
2016-02-10,24
2016-02-11,25
2016-02-12,20
2016-02-13,23
2016-02-14,28
2016-02-15,100
2016-02-16,18
2016-02-17,16
2016-02-18,24
2016-02-19,16
2016-02-20,25
2016-02-21,29
2016-02-22,24
2016-02-23,23
2016-02-24,25
2016-02-25,32
2016-02-26,23
2016-02-27,25
2016-02-28,20
2016-02-29,22
